name,symbol
Sundaram Multi Pap Limited,SUNDARAM
Sundaram Finance Limited,SUNDARMFIN
Sundaram Finance Holdings Limited,SUNDARMHLD
Sundaram Brake Linings Limited,SUNDRMBRAK
Sundram Fasteners Limited,SUNDRMFAST
Sunflag Iron And Steel Company Limited,SUNFLAG
Sun Pharmaceutical Industries Limited,SUNPHARMA
Sunteck Realty Limited,SUNTECK
Sun TV Network Limited,SUNTV
Superhouse Limited,SUPERHOUSE
Super Spinning Mills Limited,SUPERSPIN
Supreme Petrochem Limited,SUPPETRO
Suprajit Engineering Limited,SUPRAJIT
Supreme Industries Limited,SUPREMEIND
Supreme Infrastructure India Limited,SUPREMEINF
Surana Solar Limited,SURANASOL
Surana Telecom and Power Limited,SURANAT&P
Suryalakshmi Cotton Mills Limited,SURYALAXMI
Surya Roshni Limited,SURYAROSNI
Sutlej Textiles and Industries Limited,SUTLEJTEX
Suven Life Sciences Limited,SUVEN
Suzlon Energy Limited,SUZLON
Swan Energy Limited,SWANENERGY
Swaraj Engines Limited,SWARAJENG
Swelect Energy Systems Limited,SWELECTES
Sterling And Wilson Solar Limited,SWSOLAR
Symphony Limited,SYMPHONY
Syncom Healthcare Limited,SYNCOM
Syndicate Bank,SYNDIBANK
Syngene International Limited,SYNGENE
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM
Taj GVK Hotels & Resorts Limited,TAJGVK
Take Solutions Limited,TAKE
Talbros Automotive Components Limited,TALBROAUTO
Talwalkars Better Value Fitness Limited,TALWALKARS
Talwalkars Healthclubs Limited,TALWGYM
Tanla Solutions Limited,TANLA
Tantia Constructions Limited,TANTIACONS
Tarapur Transformers Limited,TARAPUR
Tarmat Limited,TARMAT
Tasty Bite Eatables Limited,TASTYBITE
Tata Chemicals Limited,TATACHEM
Tata Coffee Limited,TATACOFFEE
Tata Communications Limited,TATACOMM
Tata Elxsi Limited,TATAELXSI
Tata Global Beverages Limited,TATAGLOBAL
Tata Investment Corporation Limited,TATAINVEST
Tata Metaliks Limited,TATAMETALI
Tata Motors Limited,TATAMOTORS
Tata Motors Limited,TATAMTRDVR
Tata Power Company Limited,TATAPOWER
Tata Steel Limited,TATASTEEL
Tata Steel Bsl Limited,TATASTLBSL
Tata Steel Long Products Limited,TATASTLLP
Tribhovandas Bhimji Zaveri Limited,TBZ
Transport Corporation of India Limited,TCI
TCI Developers Limited,TCIDEVELOP
TCI Express Limited,TCIEXP
TCI Finance Limited,TCIFINANCE
TCNS Clothing Co. Limited,TCNSBRANDS
TCPL Packaging Limited,TCPLPACK
Tata Consultancy Services Limited,TCS
TD Power Systems Limited,TDPOWERSYS
Teamlease Services Limited,TEAMLEASE
Techindia Nirman Limited,TECHIN
Tech Mahindra Limited,TECHM
Techno Electric & Engineering Company Limited,TECHNOE
Technofab Engineering Limited,TECHNOFAB
Tejas Networks Limited,TEJASNET
Tera Software Limited,TERASOFT
Texmaco Infrastructure & Holdings Limited,TEXINFRA
Texmo Pipes and Products Limited,TEXMOPIPES
Texmaco Rail & Engineering Limited,TEXRAIL
Texmaco Rail & Engineering Limited,TEXRAIL
Tourism Finance Corporation of India Limited,TFCILTD
Transwarranty Finance Limited,TFL
TGB Banquets And Hotels Limited,TGBHOTELS
TGB Banquets And Hotels Limited,TGBHOTELS
Thangamayil Jewellery Limited,THANGAMAYL
The Investment Trust Of India Limited,THEINVEST
Themis Medicare Limited,THEMISMED
Thermax Limited,THERMAX
Thiru Arooran Sugars Limited,THIRUSUGAR
Thomas Cook  (India)  Limited,THOMASCOOK
Thomas Scott (India) Limited,THOMASCOTT
Thyrocare Technologies Limited,THYROCARE
Tilaknagar Industries Limited,TI
Tide Water Oil Company (India) Limited,TIDEWATER
Technocraft Industries (India) Limited,TIIL
Tube Investments of India Limited,TIINDIA
Tijaria Polypipes Limited,TIJARIA
TIL Limited,TIL
Times Guaranty Limited,TIMESGTY
Time Technoplast Limited,TIMETECHNO
Timken India Limited,TIMKEN
The Tinplate Company of India Limited,TINPLATE
TIPS Industries Limited,TIPSINDLTD
Thirumalai Chemicals Limited,TIRUMALCHM
Titan Company Limited,TITAN
The Mandhana Retail Ventures Limited,TMRVL
Tamilnadu PetroProducts Limited,TNPETRO
Tamil Nadu Newsprint & Papers Limited,TNPL
Tamilnadu Telecommunication Limited,TNTELE
Tokyo Plast International Limited,TOKYOPLAST
Torrent Pharmaceuticals Limited,TORNTPHARM
Torrent Power Limited,TORNTPOWER
TPL Plastech Limited,TPLPLASTEH
Tree House Education & Accessories Limited,TREEHOUSE
TREJHARA SOLUTIONS LIMITED,TREJHARA
Trent Limited,TRENT
TRF Limited,TRF
Trident Limited,TRIDENT
Trigyn Technologies Limited,TRIGYN
Transformers And Rectifiers (India) Limited,TRIL
Triveni Turbine Limited,TRITURBINE
Triveni Engineering & Industries Limited,TRIVENI
TTK Healthcare Limited,TTKHLTCARE
TTK Prestige Limited,TTKPRESTIG
T T Limited,TTL
Tata Teleservices (Maharashtra) Limited,TTML
TV18 Broadcast Limited,TV18BRDCST
TVS Electronics Limited,TVSELECT
TVS Motor Company Limited,TVSMOTOR
TVS Srichakra Limited,TVSSRICHAK
TV Today Network Limited,TVTODAY
TV Vision Limited,TVVISION
Titagarh Wagons Limited,TWL
United Breweries Limited,UBL
Ucal Fuel Systems Limited,UCALFUEL
UCO Bank,UCOBANK
UFLEX Limited,UFLEX
UFO Moviez India Limited,UFO
The Ugar Sugar Works Limited,UGARSUGAR
Ujaas Energy Limited,UJAAS
Ujjivan Financial Services Limited,UJJIVAN
UltraTech Cement Limited,ULTRACEMCO
Umang Dairies Limited,UMANGDAIRY
Usha Martin Education & Solutions Limited,UMESLTD
Unichem Laboratories Limited,UNICHEMLAB
Uniphos Enterprises Limited,UNIENTER
Union Bank of India,UNIONBANK
Uniply Industries Limited,UNIPLY
Unitech Limited,UNITECH
United Bank of India,UNITEDBNK
The United Nilgiri Tea Estates Company Limited,UNITEDTEA
Unity Infraprojects Limited,UNITY
Universal Cables Limited,UNIVCABLES
UPL Limited,UPL
Urja Global Limited,URJA
Usha Martin Limited,USHAMART
Uttam Galva Steels Limited,UTTAMSTL
Uttam Sugar Mills Limited,UTTAMSUGAR
Uttam Value Steels Limited,UVSL
V2 Retail Limited,V2RETAIL
Vadilal Industries Limited,VADILALIND
Vaibhav Global Limited,VAIBHAVGBL
Vakrangee Limited,VAKRANGEE
Vardhman Acrylics Limited,VARDHACRLC
Vardhman Polytex Limited,VARDMNPOLY
Varroc Engineering Limited,VARROC
Vascon Engineers Limited,VASCONEQ
Vaswani Industries Limited,VASWANI
Varun Beverages Limited,VBL
Vedanta Limited,VEDL
Venky’s (India) Limited,VENKEYS
Venus Remedies Limited,VENUSREM
Vesuvius India Limited,VESUVIUS
Veto Switchgears And Cables Limited,VETO
V-Guard Industries Limited,VGUARD
Vardhman Holdings Limited,VHL
Viceroy Hotels Limited,VICEROY
Videocon Industries Limited,VIDEOIND
Vidhi Specialty Food Ingredients Limited,VIDHIING
Viji Finance Limited,VIJIFIN
Vikas EcoTech Limited,VIKASECO
Vikas Multicorp Limited,VIKASMCORP
Vikas Proppant & Granite Limited,VIKASPROP
Vikas WSP Limited,VIKASWSP
Vimal Oil & Foods Limited,VIMALOIL
Vimta Labs Limited,VIMTALABS
Vinati Organics Limited,VINATIORGA
Vindhya Telelinks Limited,VINDHYATEL
Vinyl Chemicals (India) Limited,VINYLINDIA
VIP Clothing Limited,VIPCLOTHNG
VIP Industries Limited,VIPIND
Vipul Limited,VIPULLTD
Visaka Industries Limited,VISAKAIND
Visa Steel Limited,VISASTEEL
Visesh Infotecnics Limited,VISESHINFO
Vishal Fabrics Limited,VISHAL
Vishnu Chemicals Limited,VISHNU
Vishwaraj Sugar Industries Limited,VISHWARAJ
Visagar Polytex Limited,VIVIDHA
Vivimed Labs Limited,VIVIMEDLAB
VLS Finance Limited,VLSFINANCE
V-Mart Retail Limited,VMART
Voltamp Transformers Limited,VOLTAMP
Voltas Limited,VOLTAS
VRL Logistics Limited,VRLLOG
Vardhman Special Steels Limited,VSSL
VST Industries Limited,VSTIND
V.S.T Tillers Tractors Limited,VSTTILLERS
Vardhman Textiles Limited,VTL
VA Tech Wabag Limited,WABAG
WABCO India Limited,WABCOINDIA
Walchandnagar Industries Limited,WALCHANNAG
Wanbury Limited,WANBURY
Waterbase Limited,WATERBASE
Websol Energy System Limited,WEBELSOLAR
Weizmann Forex Limited,WEIZFOREX
Weizmann Limited,WEIZMANIND
Welspun Corp Limited,WELCORP
Welspun Enterprises Limited,WELENT
Welspun Investments and Commercials Limited,WELINV
Welspun India Limited,WELSPUNIND
Wendt (India) Limited,WENDT
Westlife Development Ltd,WESTLIFE
Wheels India Limited,WHEELS
Whirlpool of India Limited,WHIRLPOOL
Williamson Magor & Company Limited,WILLAMAGOR
Windsor Machines Limited,WINDMACHIN
Winsome Yarns Limited,WINSOME
The Western India Plywoods Limited,WIPL
Wipro Limited,WIPRO
Wockhardt Limited,WOCKPHARMA
Wonderla Holidays Limited,WONDERLA
W S Industries (I) Limited,WSI
West Coast Paper Mills Limited,WSTCSTPAPR
Xchanging Solutions Limited,XCHANGING
Xelpmoc Design And Tech Limited,XELPMOC
XL Energy Limited,XLENERGY
Xpro India Limited,XPROINDIA
Yes Bank Limited,YESBANK
Zee Entertainment Enterprises Limited,ZEEL
Zee Learn Limited,ZEELEARN
Zee Media Corporation Limited,ZEEMEDIA
Zenith Birla (India) Limited,ZENITHBIR
Zenith Exports Limited,ZENITHEXPO
Zensar Technologies Limited,ZENSARTECH
Zen Technologies Limited,ZENTEC
Zicom Electronic Security Systems Limited,ZICOM
Zodiac Clothing Company Limited,ZODIACLOTH
Zodiac JRD- MKJ Limited,ZODJRDMKJ
Zota Health Care LImited,ZOTA
Zuari Agro Chemicals Limited,ZUARI
Zuari Global Limited,ZUARIGLOB
Zydus Wellness Limited,ZYDUSWELL
